0,	1.370026
1,	1.225352
2,	1.277441
3,	1.208140
4,	1.247121
5,	1.352187
6,	1.305777
7,	1.332634
8,	1.183854
9,	1.166190
10,	1.145303
11,	1.163191
12,	1.365401
13,	1.277014
14,	1.279490
15,	1.289384
16,	1.251681
17,	1.551846
18,	1.364448
19,	1.291419
20,	1.199753
21,	1.183103
22,	1.204529
23,	1.227672
24,	1.310303
25,	1.240527
26,	1.298213
27,	1.289995
28,	1.330665
29,	1.262320
30,	1.262320
31,	1.259391
32,	1.411918
33,	1.463880
34,	1.476199
35,	1.472145
36,	1.435033
37,	1.454797
38,	1.502583
39,	1.341735
40,	1.353202
41,	1.259135
42,	1.246838
43,	1.214556
44,	1.200075
45,	1.150378
46,	1.166534
47,	1.129441
48,	1.126507
49,	1.143212
50,	1.383993
51,	1.253425
52,	1.222404
53,	1.216879
54,	1.345037
55,	1.355413
56,	1.411864
57,	1.331631
58,	1.259829
59,	1.261952
60,	1.218927
61,	1.181294
62,	1.159075
63,	1.193803
64,	1.188438
65,	1.194017
66,	1.152858
67,	1.136677
68,	1.169224
69,	1.144925
70,	1.139313
71,	1.135457
72,	1.150770
73,	1.145425
74,	1.249388
75,	1.245762
76,	1.241350
77,	1.238588
78,	1.231601
79,	1.231821
80,	1.178973
81,	1.151642
82,	1.152927
83,	1.145862
84,	1.138287
85,	1.133147
86,	1.129880
87,	1.133191
88,	1.135965
89,	1.123869
90,	1.130648
91,	1.122330
92,	1.151294
93,	1.135094
94,	1.168499
95,	1.152582
96,	1.146304
97,	1.180257
98,	1.184357
99,	1.182260
100,	1.178451
101,	1.170689
102,	1.177479
103,	1.175645
104,	1.183721
105,	1.156142
106,	1.138116
107,	1.117280
108,	1.108622
109,	1.099961
110,	1.093237
111,	1.099790
112,	1.103906
113,	1.103151
114,	1.097663
115,	1.096103
116,	1.099645
117,	1.099786
118,	1.097794
119,	1.098091
120,	1.098091
121,	1.098512
122,	1.096867
123,	1.092564
124,	1.098546
125,	1.096680
126,	1.094266
127,	1.095524
128,	1.103583
129,	1.109064
130,	1.104765
131,	1.102619
132,	1.099505
133,	1.100396
134,	1.100461
135,	1.098290
