0,	1.832593
1,	1.837799
2,	1.805738
3,	1.817985
4,	1.810250
5,	1.789832
6,	1.778315
7,	1.766144
8,	1.760592
9,	1.727942
10,	1.712801
11,	1.705771
12,	1.700622
13,	1.701430
14,	1.696014
15,	1.687211
16,	1.663570
17,	1.661934
18,	1.660210
19,	1.645569
20,	1.640849
21,	1.641874
22,	1.625976
23,	1.621885
24,	1.616643
25,	1.611664
26,	1.607318
27,	1.603793
28,	1.598370
29,	1.600310
30,	1.592182
31,	1.590756
32,	1.584884
33,	1.571571
34,	1.562680
35,	1.559264
36,	1.554272
37,	1.547117
38,	1.541681
39,	1.542989
40,	1.543991
41,	1.539609
42,	1.539883
43,	1.537340
44,	1.524417
45,	1.521275
46,	1.517280
47,	1.513882
48,	1.506108
49,	1.507650
50,	1.506468
51,	1.499083
52,	1.489033
53,	1.481325
54,	1.481689
55,	1.481409
56,	1.478632
57,	1.477719
58,	1.475813
59,	1.472710
60,	1.468870
61,	1.467578
62,	1.465840
63,	1.457947
64,	1.461143
65,	1.458199
66,	1.452669
67,	1.451376
68,	1.451951
69,	1.447816
70,	1.443725
71,	1.442490
72,	1.438086
73,	1.435897
74,	1.434382
75,	1.432722
76,	1.430226
77,	1.429361
78,	1.427945
79,	1.426540
80,	1.425974
81,	1.423683
82,	1.420279
83,	1.421300
84,	1.420579
85,	1.420639
86,	1.421379
87,	1.421586
88,	1.421149
89,	1.420818
90,	1.419025
91,	1.423123
92,	1.422901
93,	1.420769
94,	1.420037
95,	1.420434
96,	1.418390
97,	1.415017
98,	1.412888
99,	1.411540
100,	1.408389
101,	1.408535
102,	1.407870
103,	1.406702
104,	1.405127
105,	1.401530
106,	1.399302
107,	1.398971
108,	1.398809
109,	1.395749
110,	1.393961
111,	1.393726
112,	1.393490
113,	1.391820
114,	1.390928
115,	1.390200
116,	1.389986
117,	1.386497
118,	1.386369
119,	1.381648
120,	1.379093
121,	1.380713
122,	1.379155
123,	1.377313
124,	1.376014
125,	1.375464
126,	1.373876
127,	1.371241
128,	1.370298
129,	1.369130
130,	1.368251
131,	1.365519
132,	1.364627
133,	1.364139
134,	1.362977
135,	1.362230
136,	1.360380
137,	1.359671
138,	1.359177
139,	1.358458
140,	1.358700
141,	1.357807
142,	1.357521
143,	1.357191
144,	1.356721
145,	1.356310
146,	1.355945
147,	1.354996
148,	1.354062
149,	1.353937
150,	1.352580
151,	1.352006
152,	1.353438
153,	1.353411
154,	1.352611
155,	1.351808
156,	1.353142
157,	1.352481
158,	1.351746
159,	1.350607
