0,	0.369830
1,	0.376499
2,	0.364678
3,	0.374140
4,	0.363583
5,	0.361996
6,	0.350849
7,	0.349532
8,	0.376112
9,	0.372720
10,	0.363971
11,	0.365182
12,	0.358877
13,	0.365365
14,	0.365675
15,	0.342144
16,	0.345836
17,	0.346923
18,	0.337512
19,	0.339824
20,	0.337222
21,	0.335583
22,	0.328305
23,	0.313302
24,	0.313455
25,	0.310010
26,	0.312807
27,	0.299503
28,	0.299689
29,	0.298350
30,	0.299692
31,	0.295977
32,	0.292854
33,	0.294661
34,	0.295663
35,	0.292796
36,	0.289634
37,	0.289325
38,	0.289738
39,	0.290066
40,	0.286746
41,	0.286989
42,	0.285011
43,	0.281678
44,	0.279477
45,	0.279959
46,	0.279733
47,	0.280250
48,	0.280390
49,	0.278396
50,	0.277868
51,	0.276286
52,	0.275474
53,	0.276100
54,	0.275441
55,	0.275445
