0,	1.595746
1,	1.386668
2,	1.332632
3,	1.267869
4,	1.301504
5,	1.332214
6,	1.332316
7,	1.337874
8,	1.348968
9,	1.303253
10,	1.295303
11,	1.265305
12,	1.264020
13,	1.240667
14,	1.240877
15,	1.235508
16,	1.224653
17,	1.222304
18,	1.222896
19,	1.215713
20,	1.208743
21,	1.205709
22,	1.201927
23,	1.200844
24,	1.199968
25,	1.201570
26,	1.199327
27,	1.197781
28,	1.196949
29,	1.195074
30,	1.193779
31,	1.192645
32,	1.191312
33,	1.191592
34,	1.191765
35,	1.191773
36,	1.191320
37,	1.190683
38,	1.189851
39,	1.189207
40,	1.188939
41,	1.188382
42,	1.188344
43,	1.188310
44,	1.188289
45,	1.188269
46,	1.188013
47,	1.187882
48,	1.187717
49,	1.187580
50,	1.187542
51,	1.187518
