0,	0.389427
1,	0.384121
2,	0.381569
3,	0.359300
4,	0.337884
5,	0.333269
6,	0.334843
7,	0.328266
8,	0.328279
9,	0.325342
10,	0.325342
11,	0.321637
12,	0.318876
13,	0.320406
14,	0.315798
15,	0.314102
16,	0.306279
17,	0.301232
18,	0.297403
19,	0.296371
20,	0.295980
21,	0.292930
22,	0.289913
23,	0.289603
24,	0.287349
25,	0.286213
26,	0.285853
27,	0.285043
28,	0.280806
29,	0.280092
30,	0.275919
31,	0.276839
32,	0.276727
33,	0.276996
34,	0.274855
35,	0.274585
36,	0.273463
37,	0.274078
38,	0.274000
39,	0.272750
40,	0.271871
41,	0.270756
42,	0.270761
43,	0.267172
44,	0.266631
45,	0.266062
46,	0.264885
47,	0.262348
48,	0.262443
49,	0.262924
50,	0.262938
51,	0.262131
52,	0.261938
53,	0.261663
54,	0.261423
55,	0.260704
56,	0.259525
57,	0.259055
58,	0.260676
59,	0.259882
60,	0.258287
61,	0.258126
62,	0.257244
63,	0.255895
64,	0.255804
65,	0.255404
66,	0.255054
67,	0.255023
68,	0.255513
69,	0.255147
