0,	0.206635
1,	0.273131
2,	0.321560
3,	0.395298
4,	0.366692
5,	0.410125
6,	0.421710
7,	0.410082
8,	0.401617
9,	0.430116
10,	0.414497
11,	0.363292
12,	0.401156
13,	0.402901
14,	0.356190
15,	0.365669
16,	0.349961
17,	0.335940
18,	0.332836
19,	0.345200
20,	0.348745
21,	0.373997
22,	0.380577
23,	0.381951
24,	0.389702
25,	0.360413
26,	0.357911
27,	0.369065
28,	0.332036
29,	0.341081
30,	0.336955
31,	0.309881
32,	0.323947
33,	0.351207
34,	0.334160
35,	0.339309
36,	0.334559
37,	0.314769
38,	0.307755
39,	0.306275
40,	0.308552
41,	0.305867
42,	0.321646
43,	0.339251
44,	0.309502
45,	0.301059
46,	0.289185
47,	0.289276
48,	0.302339
49,	0.294957
50,	0.284655
51,	0.280351
52,	0.301518
53,	0.289529
54,	0.281798
55,	0.278757
56,	0.283558
57,	0.286767
58,	0.280003
59,	0.285350
60,	0.267361
61,	0.260402
62,	0.252481
63,	0.257499
64,	0.270159
65,	0.261672
66,	0.264029
67,	0.262762
68,	0.246187
69,	0.255476
70,	0.260937
71,	0.272643
72,	0.258906
73,	0.252939
74,	0.238737
75,	0.233300
76,	0.223387
77,	0.217320
78,	0.225948
79,	0.231709
80,	0.226352
81,	0.232813
82,	0.226084
83,	0.228871
84,	0.225504
85,	0.221103
86,	0.225117
87,	0.224084
88,	0.220379
89,	0.222331
90,	0.216566
91,	0.214843
92,	0.212219
93,	0.207946
94,	0.205285
95,	0.209572
96,	0.205580
97,	0.201984
98,	0.198840
99,	0.200893
100,	0.201422
101,	0.203324
102,	0.206603
103,	0.209140
104,	0.208321
105,	0.205155
106,	0.202170
107,	0.199921
108,	0.199662
109,	0.196158
110,	0.196511
111,	0.194884
112,	0.195877
113,	0.197377
