0,	1.481259
1,	1.298847
2,	1.234574
3,	1.303133
4,	1.217226
5,	1.221677
6,	1.157532
7,	1.150181
8,	1.119111
9,	1.163309
10,	1.185990
11,	1.215267
12,	1.194854
13,	1.225738
14,	1.209537
15,	1.279167
16,	1.276227
17,	1.274289
18,	1.189397
19,	1.165782
20,	1.186771
21,	1.159438
22,	1.195141
23,	1.158406
24,	1.161544
25,	1.176343
26,	1.157104
27,	1.124359
28,	1.158685
29,	1.175086
30,	1.197199
31,	1.200391
32,	1.215434
33,	1.234749
34,	1.197719
35,	1.219696
36,	1.201868
37,	1.154044
38,	1.167596
39,	1.106418
40,	1.080278
41,	1.077932
42,	1.053156
43,	1.041531
44,	1.042201
45,	1.031229
46,	1.053699
47,	1.065237
48,	1.101875
49,	1.051346
50,	1.057261
51,	1.053544
52,	1.063219
53,	1.061803
54,	1.068510
55,	1.062924
56,	1.057239
57,	1.048260
58,	1.043647
59,	1.028827
60,	1.014560
61,	1.005520
62,	1.006343
63,	1.011636
64,	0.989687
65,	0.976458
66,	0.974819
67,	0.967052
68,	0.968524
69,	0.969422
70,	0.963714
71,	0.962466
72,	0.975390
73,	0.975014
74,	0.975066
75,	0.972856
76,	0.967979
77,	0.966243
78,	0.962108
79,	0.954615
80,	0.963367
81,	0.962097
82,	0.961458
83,	0.961504
84,	0.959150
85,	0.961050
86,	0.957123
87,	0.958210
88,	0.964132
89,	0.965149
90,	0.961945
91,	0.956798
92,	0.951883
93,	0.951553
