0. (0.999082, 0.000918, 0.983069, 0.000015, 0.016916, 0.000000, 0.000918, 0.999082, 0.096152, 0.903848, 0.079596, 0.900870, 0.019534, 0.000013, 0.963897, 0.036087, 0.000003, 0.999402, 0.000598)  (0.972250, 0.027750, 0.947991, 0.000108, 0.051901, 0.023816, 0.003934, 0.972250, 0.097940, 0.902060, 0.071860, 0.808824, 0.119316, 0.519526, 0.359644, 0.120756, 0.000074, 0.999212, 0.000788)  (0.906790, 0.093210, 0.866871, 0.003119, 0.130010, 0.071284, 0.021926, 0.906790, 0.120480, 0.879520, 0.071176, 0.372973, 0.555851, 0.071291, 0.403367, 0.522344, 0.002997, 0.999050, 0.000950)  (0.877074, 0.122926, 0.867734, 0.008842, 0.123425, 0.073807, 0.049119, 0.877074, 0.064714, 0.935286, 0.030503, 0.236476, 0.733021, 0.073784, 0.259768, 0.657778, 0.008670, 0.999518, 0.000482)  (0.721062, 0.278938, 0.819328, 0.003342, 0.177330, 0.113959, 0.164979, 0.721062, 0.057175, 0.942825, 0.029586, 0.241508, 0.728905, 0.113663, 0.355838, 0.527503, 0.002996, 0.999073, 0.000927)  (0.405732, 0.594268, 0.794810, 0.000666, 0.204525, 0.140532, 0.453736, 0.405732, 0.042545, 0.957455, 0.036274, 0.197004, 0.766723, 0.137223, 0.593210, 0.269408, 0.000159, 0.997325, 0.002675)  (0.135771, 0.864229, 0.854589, 0.000355, 0.145056, 0.110895, 0.753333, 0.135771, 0.036883, 0.963117, 0.027865, 0.083461, 0.888674, 0.086501, 0.823439, 0.090055, 0.000006, 0.996008, 0.003992)  (0.036644, 0.963356, 0.824530, 0.000177, 0.175293, 0.162427, 0.800929, 0.036644, 0.118400, 0.881600, 0.019511, 0.029028, 0.951461, 0.045682, 0.926100, 0.028218, 0.000000, 0.995652, 0.004348)  (0.014214, 0.985786, 0.798554, 0.000109, 0.201337, 0.739715, 0.246070, 0.014215, 0.187522, 0.812478, 0.045365, 0.013833, 0.940803, 0.034534, 0.948826, 0.016640, 0.000000, 0.994285, 0.005715)  (0.016695, 0.983305, 0.376032, 0.000159, 0.623809, 0.820994, 0.162309, 0.016697, 0.730411, 0.269589, 0.237395, 0.016589, 0.746016, 0.081352, 0.884362, 0.034286, 0.000000, 0.982841, 0.017159)  (0.003571, 0.996429, 0.067999, 0.000046, 0.931955, 0.966930, 0.029499, 0.003571, 0.853957, 0.146043, 0.049720, 0.452088, 0.498192, 0.106550, 0.877895, 0.015555, 0.000000, 0.990111, 0.009889)  (0.000071, 0.999929, 0.038204, 0.000059, 0.961737, 0.969838, 0.030091, 0.000071, 0.683529, 0.316471, 0.032273, 0.000063, 0.967664, 0.684269, 0.284362, 0.031369, 0.000000, 0.977286, 0.022714)  

1. (0.998004, 0.001996, 0.920626, 0.022269, 0.057105, 0.000000, 0.024057, 0.975943, 0.488692, 0.511308, 0.421871, 0.514714, 0.063415, 0.000248, 0.848294, 0.128901, 0.022557, 0.965266, 0.034734)  (0.963585, 0.036415, 0.866051, 0.021962, 0.111987, 0.029802, 0.024147, 0.946051, 0.406459, 0.593541, 0.312066, 0.387725, 0.300209, 0.028232, 0.589464, 0.359688, 0.022616, 0.966636, 0.033364)  (0.953844, 0.046156, 0.810955, 0.089917, 0.099128, 0.033181, 0.021759, 0.945061, 0.177565, 0.822435, 0.105523, 0.212073, 0.682404, 0.031280, 0.240525, 0.638127, 0.090068, 0.983692, 0.016308)  (0.961212, 0.038788, 0.707046, 0.236637, 0.056316, 0.021346, 0.020788, 0.957867, 0.063676, 0.936324, 0.025935, 0.092607, 0.881458, 0.020083, 0.084090, 0.659342, 0.236484, 0.994185, 0.005815)  (0.833841, 0.166159, 0.768666, 0.087973, 0.143362, 0.061749, 0.110736, 0.827515, 0.098969, 0.901031, 0.042200, 0.170124, 0.787675, 0.057838, 0.199826, 0.655079, 0.087257, 0.987953, 0.012047)  (0.490440, 0.509560, 0.750812, 0.013913, 0.235275, 0.115795, 0.401691, 0.482514, 0.106022, 0.893978, 0.072404, 0.202957, 0.724639, 0.105677, 0.474066, 0.407996, 0.012260, 0.978429, 0.021571)  (0.185828, 0.814172, 0.793117, 0.006442, 0.200441, 0.117930, 0.700915, 0.181154, 0.070097, 0.929903, 0.075079, 0.112980, 0.811941, 0.089809, 0.725432, 0.179924, 0.004835, 0.975771, 0.024229)  (0.063295, 0.936705, 0.781596, 0.003519, 0.214885, 0.174088, 0.764932, 0.060980, 0.117457, 0.882543, 0.075430, 0.053205, 0.871365, 0.066668, 0.835462, 0.095523, 0.002347, 0.970939, 0.029061)  (0.031156, 0.968844, 0.668153, 0.002406, 0.329441, 0.507550, 0.462666, 0.029784, 0.433756, 0.566244, 0.284246, 0.032054, 0.683700, 0.067012, 0.840997, 0.090522, 0.001470, 0.953295, 0.046705)  (0.005000, 0.995000, 0.851269, 0.000452, 0.148279, 0.931682, 0.063535, 0.004783, 0.897621, 0.102379, 0.464777, 0.351644, 0.183579, 0.025385, 0.945136, 0.029218, 0.000260, 0.980687, 0.019313)  (0.005947, 0.994053, 0.309760, 0.000625, 0.689615, 0.914036, 0.080274, 0.005690, 0.565834, 0.434166, 0.289188, 0.008778, 0.702034, 0.300731, 0.610157, 0.088788, 0.000323, 0.930488, 0.069512)  (0.000113, 0.999887, 0.071338, 0.000197, 0.928465, 0.962260, 0.037619, 0.000120, 0.160386, 0.839614, 0.079574, 0.003437, 0.916988, 0.752874, 0.169731, 0.077395, 0.000000, 0.934258, 0.065742)  

2. (0.998773, 0.001227, 0.927120, 0.020635, 0.052246, 0.000000, 0.020208, 0.979792, 0.804859, 0.195141, 0.667516, 0.278906, 0.053578, 0.002139, 0.790340, 0.170310, 0.037211, 0.891339, 0.108661)  (0.982322, 0.017678, 0.859557, 0.040836, 0.099606, 0.013693, 0.020118, 0.966189, 0.663966, 0.336034, 0.457518, 0.322437, 0.220045, 0.013529, 0.560930, 0.349935, 0.075606, 0.873280, 0.126720)  (0.971536, 0.028464, 0.597746, 0.289056, 0.113198, 0.019145, 0.019465, 0.961390, 0.343949, 0.656051, 0.159247, 0.253558, 0.587195, 0.017362, 0.224800, 0.456250, 0.301587, 0.945214, 0.054786)  (0.980211, 0.019789, 0.231888, 0.715819, 0.052293, 0.009978, 0.012946, 0.977076, 0.106484, 0.893516, 0.027641, 0.099529, 0.872831, 0.008844, 0.049937, 0.225098, 0.716121, 0.990728, 0.009272)  (0.955815, 0.044185, 0.163118, 0.094074, 0.742807, 0.015289, 0.032042, 0.952669, 0.077432, 0.922568, 0.439001, 0.080537, 0.480462, 0.271695, 0.050776, 0.165794, 0.511735, 0.992658, 0.007342)  (0.548738, 0.451262, 0.590659, 0.044702, 0.364639, 0.105849, 0.359669, 0.534482, 0.255347, 0.744653, 0.129650, 0.288843, 0.581507, 0.089073, 0.363379, 0.508201, 0.039346, 0.953905, 0.046095)  (0.263026, 0.736974, 0.631240, 0.019333, 0.349427, 0.131074, 0.616388, 0.252539, 0.163070, 0.836930, 0.187196, 0.186605, 0.626198, 0.096147, 0.529777, 0.361905, 0.012170, 0.926586, 0.073414)  (0.106600, 0.893400, 0.666357, 0.013167, 0.320476, 0.165747, 0.732638, 0.101615, 0.117344, 0.882656, 0.223227, 0.116973, 0.659801, 0.126908, 0.579059, 0.288102, 0.005930, 0.820922, 0.179078)  (0.042183, 0.957817, 0.707684, 0.007257, 0.285059, 0.293329, 0.663996, 0.042675, 0.190449, 0.809551, 0.290591, 0.043678, 0.665731, 0.243696, 0.487535, 0.265775, 0.002994, 0.666598, 0.333402)  (0.019092, 0.980908, 0.637198, 0.004283, 0.358520, 0.606623, 0.370325, 0.023053, 0.410309, 0.589691, 0.489872, 0.023637, 0.486492, 0.116276, 0.572436, 0.309629, 0.001660, 0.716925, 0.283075)  (0.007533, 0.992467, 0.395983, 0.002130, 0.601887, 0.804987, 0.185165, 0.009848, 0.300033, 0.699967, 0.498795, 0.013842, 0.487363, 0.186683, 0.366700, 0.445880, 0.000737, 0.598697, 0.401303)  (0.000078, 0.999922, 0.066370, 0.288629, 0.645000, 0.975233, 0.024570, 0.000197, 0.036357, 0.963643, 0.568097, 0.002111, 0.429792, 0.825395, 0.039971, 0.134634, 0.000000, 0.148451, 0.851549)  

3. (0.999500, 0.000500, 0.947445, 0.013922, 0.038633, 0.000000, 0.008907, 0.991093, 0.933331, 0.066669, 0.536496, 0.441814, 0.021690, 0.009171, 0.566706, 0.251895, 0.172228, 0.617408, 0.382592)  (0.994787, 0.005213, 0.881795, 0.055979, 0.062225, 0.003781, 0.008179, 0.988040, 0.903165, 0.096835, 0.291520, 0.640306, 0.068175, 0.008181, 0.315214, 0.286267, 0.390338, 0.471916, 0.528084)  (0.985379, 0.014621, 0.561198, 0.308817, 0.129985, 0.009050, 0.012845, 0.978105, 0.765973, 0.234027, 0.166525, 0.614679, 0.218797, 0.010417, 0.191446, 0.342008, 0.456129, 0.729847, 0.270153)  (0.973741, 0.026259, 0.251444, 0.582143, 0.166413, 0.022948, 0.020173, 0.956879, 0.621841, 0.378159, 0.070080, 0.548413, 0.381507, 0.010724, 0.089923, 0.293915, 0.605438, 0.941405, 0.058595)  (0.900301, 0.099699, 0.306051, 0.318288, 0.375661, 0.143154, 0.078772, 0.778075, 0.682987, 0.317013, 0.075386, 0.603013, 0.321601, 0.024917, 0.112636, 0.434031, 0.428415, 0.960865, 0.039135)  (0.645862, 0.354138, 0.361701, 0.099092, 0.539207, 0.089005, 0.291366, 0.619629, 0.518437, 0.481563, 0.168037, 0.425600, 0.406363, 0.058225, 0.221395, 0.622061, 0.098319, 0.927832, 0.072168)  (0.350055, 0.649945, 0.436287, 0.039119, 0.524594, 0.111056, 0.549703, 0.339241, 0.311601, 0.688399, 0.304545, 0.269525, 0.425929, 0.069602, 0.315395, 0.596878, 0.018126, 0.835833, 0.164167)  (0.014026, 0.985974, 0.068560, 0.303406, 0.628034, 0.014278, 0.971142, 0.014580, 0.015311, 0.984689, 0.041352, 0.903634, 0.055014, 0.024421, 0.920673, 0.054302, 0.000604, 0.504068, 0.495932)  (0.011605, 0.988395, 0.916467, 0.004323, 0.079209, 0.058123, 0.917071, 0.024806, 0.022973, 0.977027, 0.131810, 0.025708, 0.842482, 0.421627, 0.074248, 0.503472, 0.000653, 0.114245, 0.885755)  (0.012492, 0.987508, 0.776530, 0.006224, 0.217245, 0.388544, 0.509988, 0.101468, 0.084865, 0.915135, 0.604953, 0.014070, 0.380977, 0.207424, 0.175978, 0.615513, 0.001086, 0.283340, 0.716660)  (0.003090, 0.996910, 0.515187, 0.002034, 0.482779, 0.788801, 0.163705, 0.047495, 0.075679, 0.924321, 0.846240, 0.006033, 0.147727, 0.033075, 0.116099, 0.850460, 0.000367, 0.176094, 0.823906)  (0.000064, 0.999936, 0.125119, 0.000237, 0.874644, 0.974353, 0.023392, 0.002255, 0.014962, 0.985038, 0.959776, 0.001253, 0.038971, 0.020590, 0.018173, 0.961237, 0.000000, 0.500969, 0.499031)  

4. (0.999724, 0.000276, 0.946666, 0.008200, 0.045134, 0.000000, 0.005063, 0.994937, 0.972513, 0.027487, 0.119006, 0.875480, 0.005514, 0.477662, 0.129097, 0.206080, 0.187161, 0.152128, 0.847872)  (0.999331, 0.000669, 0.949365, 0.020174, 0.030462, 0.000451, 0.001364, 0.998185, 0.989867, 0.010133, 0.032324, 0.593225, 0.374452, 0.003805, 0.034577, 0.124371, 0.837247, 0.069978, 0.930022)  (0.998334, 0.001666, 0.808664, 0.138097, 0.053239, 0.000982, 0.001851, 0.997167, 0.984034, 0.015966, 0.029458, 0.948399, 0.022142, 0.004578, 0.031395, 0.130482, 0.833545, 0.753733, 0.246267)  (0.997079, 0.002921, 0.086401, 0.823258, 0.090342, 0.056860, 0.002630, 0.940510, 0.984000, 0.016000, 0.015033, 0.951977, 0.032990, 0.508762, 0.016216, 0.085668, 0.389353, 0.953907, 0.046093)  (0.992176, 0.007824, 0.626258, 0.072159, 0.301583, 0.850988, 0.006714, 0.142298, 0.986042, 0.013958, 0.008704, 0.958137, 0.033159, 0.002420, 0.009175, 0.067478, 0.920926, 0.990435, 0.009565)  (0.785475, 0.214525, 0.226983, 0.125448, 0.647570, 0.153549, 0.183392, 0.663059, 0.761679, 0.238321, 0.138742, 0.520583, 0.340675, 0.028913, 0.092239, 0.656012, 0.222836, 0.916132, 0.083868)  (0.463446, 0.536554, 0.324686, 0.058985, 0.616329, 0.084888, 0.456771, 0.458341, 0.480446, 0.519554, 0.365218, 0.266779, 0.368003, 0.036723, 0.129426, 0.813723, 0.020128, 0.797910, 0.202090)  (0.110621, 0.889379, 0.333734, 0.028068, 0.638198, 0.079708, 0.774350, 0.145942, 0.134321, 0.865679, 0.364554, 0.079975, 0.555472, 0.042604, 0.084156, 0.870392, 0.002848, 0.333505, 0.666495)  (0.005657, 0.994343, 0.138818, 0.003022, 0.858160, 0.028816, 0.912117, 0.059067, 0.009484, 0.990516, 0.945736, 0.003644, 0.050620, 0.464469, 0.397056, 0.138284, 0.000191, 0.298848, 0.701152)  (0.003909, 0.996091, 0.667353, 0.003791, 0.328855, 0.211884, 0.214288, 0.573828, 0.014978, 0.985022, 0.906672, 0.003204, 0.090124, 0.054015, 0.031788, 0.913912, 0.000285, 0.066736, 0.933264)  (0.000923, 0.999077, 0.693988, 0.001282, 0.304731, 0.572033, 0.112890, 0.315077, 0.015677, 0.984323, 0.961416, 0.001614, 0.036970, 0.004594, 0.031296, 0.963992, 0.000117, 0.046705, 0.953295)  (0.000118, 0.999882, 0.612008, 0.000596, 0.387396, 0.897022, 0.057403, 0.045576, 0.014026, 0.985974, 0.971853, 0.001693, 0.026455, 0.005764, 0.020036, 0.974199, 0.000001, 0.032902, 0.967098)  

